date,open,close,high,low,amount
2024-05-28,63.63,63.06,63.81,62.53,191737.0
2024-05-29,62.63,61.88,63.23,61.53,241321.0
2024-05-30,61.74,61.21,62.22,61.17,193586.0
2024-05-31,61.22,60.79,61.6,60.58,261294.0
2024-06-03,60.91,61.05,62.33,60.3,357556.0
2024-06-04,61.02,60.71,61.02,59.43,306212.0
2024-06-05,60.58,59.95,61.23,59.83,283319.0
2024-06-06,59.83,61.79,62.06,59.83,436037.0
2024-06-07,61.23,61.19,61.48,59.74,400646.0
2024-06-11,60.53,61.03,62.53,60.21,336897.0
2024-06-12,60.87,61.19,61.77,60.56,257072.0
2024-06-13,61.34,59.95,61.48,59.69,274850.0
2024-06-14,59.54,61.64,61.79,59.53,379244.0
2024-06-17,61.79,60.56,61.79,60.21,253358.0
2024-06-18,60.33,60.87,61.22,59.7,218675.0
2024-06-19,60.8,60.03,61.11,58.83,347000.0
2024-06-20,59.93,60.5,60.78,59.57,280858.0
2024-06-21,60.52,59.98,60.78,59.53,241537.0
2024-06-24,59.74,60.91,61.58,59.64,307991.0
2024-06-25,60.88,61.32,61.82,60.55,253092.0
2024-06-26,61.04,60.28,61.42,59.94,238314.0
2024-06-27,60.08,60.13,60.51,59.5,274095.0
2024-06-28,59.53,60.53,60.82,59.51,251956.0
2024-07-01,60.32,60.12,61.41,59.63,195283.0
2024-07-02,59.73,59.03,60.23,58.83,291813.0
2024-07-03,59.08,59.06,59.71,58.77,181208.0
2024-07-04,59.23,60.63,61.23,59.23,277531.0
2024-07-05,60.53,60.03,61.18,59.03,264796.0
2024-07-08,59.63,60.26,60.75,59.2,194436.0
2024-07-09,59.84,60.13,60.7,59.65,216645.0
2024-07-10,60.57,59.84,61.09,59.84,158469.0
2024-07-11,59.88,59.93,60.48,58.55,271827.0
2024-07-12,59.82,61.03,61.23,59.67,245741.0
2024-07-15,60.81,60.97,61.19,60.39,170459.0
2024-07-16,60.66,60.3,60.99,59.78,204068.0
2024-07-17,60.07,58.86,60.41,57.69,464628.0
2024-07-18,58.04,59.93,60.49,58.04,345325.0
2024-07-19,59.39,59.63,59.81,58.92,217970.0
2024-07-22,59.48,59.66,60.67,59.35,199303.0
2024-07-23,59.66,58.41,59.82,58.41,185378.0
2024-07-24,58.04,56.11,58.75,55.67,455473.0
2024-07-25,55.55,55.43,56.12,54.93,301092.0
2024-07-26,58.86,58.87,59.02,57.43,577402.0
2024-07-29,58.33,58.91,59.24,58.19,207128.0
2024-07-30,58.54,57.09,58.8,56.63,225758.0
2024-07-31,56.76,59.79,59.89,56.76,401747.0
2024-08-01,59.83,59.61,60.7,59.44,244068.0
2024-08-02,59.33,59.02,60.31,58.6,202615.0
2024-08-05,58.57,57.68,60.33,57.59,354768.0
2024-08-06,57.64,55.95,58.29,55.55,384932.0
2024-08-07,55.95,56.73,57.41,55.27,252986.0
2024-08-08,56.45,56.99,57.51,56.24,142319.0
2024-08-09,56.88,56.53,57.73,56.36,138024.0
2024-08-12,56.53,57.41,58.17,56.34,169492.0
2024-08-13,57.41,57.39,58.14,56.95,98351.0
2024-08-14,57.39,56.93,57.52,56.63,112278.0
2024-08-15,56.73,57.03,57.38,56.32,191633.0
2024-08-16,56.84,57.77,57.93,56.7,180670.0
2024-08-19,57.72,58.39,59.18,57.7,172753.0
2024-08-20,59.51,59.05,59.52,57.79,257810.0
2024-08-21,58.74,59.19,59.73,58.36,211871.0
2024-08-22,59.16,60.12,60.52,58.75,249787.0
2024-08-23,60.03,61.49,61.99,59.91,290471.0
2024-08-26,61.97,62.35,62.68,60.93,339582.0
2024-08-27,62.03,62.02,62.51,61.52,241138.0
2024-08-28,62.01,60.96,62.18,60.6,265430.0
2024-08-29,60.45,59.98,61.34,59.98,232856.0
2024-08-30,59.51,60.78,61.84,59.41,333863.0
2024-09-02,60.53,61.26,62.55,60.47,260759.0
2024-09-03,61.04,62.0,62.51,61.03,242379.0
2024-09-04,61.89,61.51,62.73,61.39,274996.0
2024-09-05,60.98,59.62,61.43,59.51,432123.0
2024-09-06,59.63,59.05,60.58,58.93,233202.0
2024-09-09,57.38,57.12,58.23,56.71,548406.0
2024-09-10,56.51,56.78,57.67,56.51,401110.0
2024-09-11,56.55,57.69,58.11,55.73,419218.0
2024-09-12,57.83,58.4,58.88,57.69,276169.0
2024-09-13,58.08,59.54,59.81,57.62,321490.0
2024-09-18,59.65,61.28,61.74,59.43,295026.0
2024-09-19,58.33,61.31,61.76,58.33,476115.0
2024-09-20,60.94,62.09,62.33,60.79,398013.0
2024-09-23,62.49,63.63,63.92,62.23,391621.0
2024-09-24,63.63,64.07,64.28,62.23,500902.0
2024-09-25,64.24,66.14,67.53,64.24,627661.0
2024-09-26,66.03,69.59,69.71,65.82,501342.0
2024-09-27,70.78,69.03,72.43,67.18,857448.0
2024-09-30,69.19,72.09,72.93,68.06,1251665.0
2024-10-08,79.7,76.22,79.7,74.76,1352393.0
2024-10-09,74.43,71.04,75.35,70.05,895501.0
2024-10-10,71.98,74.33,75.41,71.9,673034.0
2024-10-11,74.03,72.8,74.26,71.93,380602.0
2024-10-14,73.06,75.03,75.32,72.63,462828.0
2024-10-15,75.03,72.03,75.03,72.03,375833.0
2024-10-16,70.73,71.27,71.53,69.76,342829.0
2024-10-17,71.27,69.11,71.56,68.93,394376.0
2024-10-18,69.11,71.04,72.23,68.68,427851.0
2024-10-21,71.38,70.11,72.01,69.31,343229.0
2024-10-22,70.38,72.53,72.99,70.17,404060.0
2024-10-23,72.63,72.41,73.81,72.03,268313.0
2024-10-24,72.14,71.67,72.49,71.33,171087.0
2024-10-25,71.45,71.3,71.89,70.8,210573.0
2024-10-28,71.52,70.9,71.61,70.04,280591.0
2024-10-29,70.64,70.1,71.53,69.83,297272.0
2024-10-30,69.73,68.78,70.38,68.15,404137.0
2024-10-31,69.0,67.45,69.72,67.13,500469.0
2024-11-01,67.47,68.28,69.03,66.41,416515.0
2024-11-04,68.17,68.87,69.4,67.73,232316.0
2024-11-05,68.53,69.16,69.51,67.24,416967.0
2024-11-06,69.17,67.2,69.17,67.0,525931.0
2024-11-07,66.38,68.13,68.13,65.92,547746.0
2024-11-08,68.69,68.61,69.79,67.13,593374.0
2024-11-11,67.26,67.63,67.87,66.85,442079.0
2024-11-12,67.94,68.42,70.92,67.82,575477.0
2024-11-13,68.51,69.43,70.33,68.49,458417.0
2024-11-14,69.51,69.67,70.92,68.36,408435.0
2024-11-15,69.18,68.28,70.14,67.88,342825.0
2024-11-18,68.2,67.08,69.01,66.86,319386.0
2024-11-19,67.08,67.34,67.78,66.73,226652.0
2024-11-20,67.41,67.46,67.68,66.77,226371.0
2024-11-21,67.4,66.87,67.42,66.58,216528.0
2024-11-22,66.86,66.42,68.85,66.25,388458.0
2024-11-25,66.14,66.42,68.41,66.14,385868.0
2024-11-26,66.14,66.63,67.23,65.38,274188.0
2024-11-27,66.35,67.35,67.53,65.77,264825.0
2024-11-28,68.03,66.22,68.03,65.79,323290.0
2024-11-29,65.71,66.16,66.8,65.58,277501.0
2024-12-02,66.18,66.11,66.56,65.26,357906.0
2024-12-03,66.03,65.88,66.03,65.43,313174.0
2024-12-04,65.91,67.52,68.02,65.63,531955.0
2024-12-05,67.63,67.75,68.91,67.45,367645.0
2024-12-06,67.81,68.88,69.16,67.54,456778.0
2024-12-09,68.04,69.16,69.91,67.34,413219.0
2024-12-10,72.54,69.87,72.69,69.82,555133.0
2024-12-11,69.73,71.13,71.36,69.63,335434.0
2024-12-12,71.23,71.59,71.78,70.4,286398.0
2024-12-13,71.23,70.03,71.26,69.36,370633.0
2024-12-16,70.13,69.25,70.48,68.68,280471.0
2024-12-17,69.23,69.7,70.71,68.84,278873.0
2024-12-18,69.69,70.13,70.61,69.61,225785.0
2024-12-19,69.89,70.47,71.26,69.27,253553.0
2024-12-20,70.46,70.03,70.82,69.69,209397.0
2024-12-23,70.03,70.64,71.28,69.98,226029.0
2024-12-24,70.43,72.28,72.41,70.43,344141.0
2024-12-25,72.33,71.57,72.63,71.07,227339.0
2024-12-26,71.29,72.01,72.27,70.68,242143.0
2024-12-27,72.01,71.45,72.08,70.83,198421.0
2024-12-30,71.03,71.35,72.21,70.95,221827.0
2024-12-31,71.13,71.25,72.08,70.72,307660.0
2025-01-02,71.43,71.35,73.23,71.03,413671.0
2025-01-03,71.03,70.72,72.09,69.93,296422.0
2025-01-06,70.71,71.41,72.31,70.31,306810.0
2025-01-07,71.03,71.96,72.79,70.53,251785.0
2025-01-08,71.54,73.61,73.69,71.46,406930.0
2025-01-09,73.73,74.76,75.03,73.23,345987.0
2025-01-10,74.76,72.4,74.92,72.4,271096.0
2025-01-13,71.64,70.33,72.05,69.96,255846.0
2025-01-14,70.33,70.65,71.38,69.46,288584.0
2025-01-15,70.67,69.85,71.8,69.63,256635.0
2025-01-16,70.02,70.12,71.48,69.93,262330.0
2025-01-17,70.11,70.38,70.9,69.66,159288.0
2025-01-20,71.13,70.92,72.77,70.91,296993.0
2025-01-21,71.29,70.43,71.32,70.25,162863.0
2025-01-22,70.41,69.03,70.41,68.31,322180.0
2025-01-23,69.43,69.44,69.95,68.43,270087.0
2025-01-24,69.04,68.85,69.67,68.58,304861.0
2025-01-27,68.89,69.91,70.33,68.65,280115.0
2025-02-05,69.43,68.24,69.72,67.71,363511.0
2025-02-06,68.21,68.3,68.59,67.46,285675.0
2025-02-07,68.43,69.47,69.47,67.7,355350.0
2025-02-10,69.35,69.04,69.36,68.53,318650.0
2025-02-11,69.47,69.73,69.89,68.64,300440.0
2025-02-12,69.49,69.31,69.62,68.71,228073.0
2025-02-13,69.03,68.17,69.42,68.16,410664.0
2025-02-14,68.15,68.52,68.72,67.93,234351.0
2025-02-17,68.28,68.07,68.5,67.28,402358.0
2025-02-18,68.02,67.93,68.68,67.56,293465.0
2025-02-19,67.33,67.48,68.0,67.03,337150.0
2025-02-20,67.44,67.26,67.74,67.09,314202.0
2025-02-21,67.05,66.62,67.26,66.23,553390.0
2025-02-24,66.68,66.92,67.53,66.31,469377.0
2025-02-25,66.53,65.06,66.7,65.01,565999.0
2025-02-26,64.74,66.15,66.19,64.73,404124.0
2025-02-27,67.03,68.51,68.74,66.66,652482.0
2025-02-28,68.78,69.08,69.53,68.13,506479.0
2025-03-03,68.73,67.03,69.02,66.88,405918.0
2025-03-04,67.31,68.0,68.5,67.31,300420.0
2025-03-05,67.93,67.78,68.18,67.23,286186.0
2025-03-06,67.94,67.17,68.0,66.45,402399.0
2025-03-07,67.15,66.82,67.27,66.29,314827.0
2025-03-10,66.84,67.1,67.29,66.54,273440.0
2025-03-11,66.53,66.96,67.47,66.33,252825.0
2025-03-12,67.01,66.13,67.01,66.13,301301.0
2025-03-13,66.04,66.04,66.68,65.84,252622.0
2025-03-14,66.06,67.9,68.13,65.85,425450.0
2025-03-17,68.55,67.91,68.55,67.63,347333.0
2025-03-18,68.03,71.01,72.13,67.64,779314.0
2025-03-19,73.26,72.54,73.97,71.06,1066261.0
2025-03-20,72.43,71.2,72.88,71.13,585693.0
2025-03-21,70.8,71.31,72.46,70.8,384528.0
2025-03-24,70.91,72.09,72.53,70.85,387348.0
2025-03-25,72.84,72.89,73.53,72.4,324186.0
2025-03-26,72.5,72.82,73.43,71.9,237069.0
2025-03-27,72.82,72.53,73.53,72.35,257215.0
2025-03-28,72.24,72.9,73.21,71.71,249114.0
2025-03-31,72.93,74.53,76.53,72.93,689684.0
2025-04-01,74.13,71.42,74.81,71.23,551817.0
2025-04-02,71.38,71.99,72.82,71.22,268536.0
2025-04-03,70.63,69.39,70.86,69.18,565989.0
2025-04-07,64.25,63.21,65.5,62.05,880897.0
2025-04-08,64.03,66.26,66.53,63.82,744733.0
2025-04-09,65.22,65.7,66.53,64.45,578840.0
2025-04-10,66.63,67.12,67.62,66.16,450849.0
2025-04-11,66.55,66.52,66.77,65.66,295626.0
2025-04-14,66.75,65.95,66.93,65.74,348835.0
2025-04-15,66.13,67.51,67.86,65.72,343667.0
2025-04-16,67.22,67.03,67.51,66.4,266729.0
2025-04-17,66.77,66.98,67.2,66.37,195913.0
2025-04-18,66.98,66.95,67.36,66.5,154484.0
2025-04-21,66.81,67.42,67.64,66.53,177514.0
2025-04-22,67.33,67.75,68.26,67.24,226155.0
2025-04-23,68.13,67.88,68.45,67.83,225869.0
2025-04-24,68.43,68.98,69.22,67.99,231808.0
2025-04-25,68.98,68.78,69.03,68.41,170972.0
2025-04-28,69.42,69.26,69.61,68.83,239660.0
2025-04-29,69.29,70.23,70.4,68.89,234974.0
2025-04-30,71.03,69.65,71.15,69.48,478100.0
2025-05-06,70.26,70.08,70.41,69.13,346412.0
2025-05-07,70.8,70.39,71.21,70.03,300281.0
2025-05-08,70.38,71.03,71.67,69.91,277076.0
2025-05-09,71.02,71.83,72.06,70.74,245639.0
2025-05-12,72.13,72.61,72.77,71.93,272239.0
2025-05-13,73.03,73.14,73.23,72.47,255278.0
2025-05-14,72.93,73.12,73.58,72.16,292496.0
2025-05-15,72.69,72.53,73.1,72.35,204902.0
2025-05-16,72.24,72.63,72.87,71.6,238660.0
2025-05-19,72.47,73.61,73.75,72.32,263086.0
2025-05-20,73.56,74.7,75.13,73.51,277995.0
2025-05-21,74.53,74.83,75.47,74.5,205438.0
2025-05-22,74.76,75.39,75.59,74.34,234034.0
2025-05-23,75.39,74.92,76.51,74.75,299746.0
2025-05-26,74.75,74.3,75.22,73.64,241689.0
2025-05-27,74.23,74.51,74.92,74.05,206449.0
2025-05-28,75.01,75.35,76.13,74.73,240449.0
2025-05-29,75.1,75.01,75.52,74.39,251677.0
2025-05-30,74.77,75.09,75.54,74.33,215733.0
2025-06-03,75.08,71.94,75.08,71.7,561908.0
2025-06-04,71.81,71.59,72.61,71.53,367554.0
2025-06-05,71.47,71.28,71.93,71.08,235803.0
2025-06-06,71.4,71.73,71.86,71.13,275559.0
2025-06-09,71.28,71.43,71.61,70.1,466956.0
2025-06-10,71.66,71.08,72.53,71.08,321074.0
2025-06-11,71.23,71.52,71.83,70.86,263083.0
2025-06-12,72.02,71.71,72.19,71.04,347029.0
2025-06-13,71.11,70.99,71.67,70.51,300452.0
2025-06-16,71.11,70.77,71.31,70.36,250205.0
2025-06-17,71.31,71.57,72.59,71.31,326395.0
2025-06-18,71.7,71.61,72.15,71.53,175288.0
2025-06-19,71.71,70.84,71.92,70.64,211253.0
2025-06-20,70.86,71.89,71.89,70.77,229864.0
2025-06-23,71.51,71.23,71.84,70.97,210545.0
2025-06-24,71.61,72.31,72.85,71.51,270501.0
2025-06-25,72.31,72.69,72.84,71.81,243275.0
2025-06-26,72.51,72.61,73.1,72.26,226726.0
2025-06-27,72.57,71.79,72.7,71.73,223640.0
2025-06-30,71.76,71.71,72.09,71.49,193023.0
2025-07-01,71.79,71.62,71.86,71.31,186252.0
2025-07-02,71.62,72.01,72.61,71.32,266155.0
2025-07-03,72.3,72.4,72.46,71.85,179369.0
2025-07-04,72.39,72.99,73.35,72.11,211462.0
2025-07-07,72.71,72.06,72.96,71.84,215453.0
2025-07-08,72.06,71.73,72.21,71.58,256867.0
2025-07-09,71.58,71.31,71.86,71.31,272053.0
2025-07-10,71.35,71.19,71.48,70.84,231514.0
2025-07-11,71.25,71.99,72.31,71.2,320554.0
2025-07-14,71.98,72.61,72.72,71.49,233739.0
2025-07-15,72.62,72.72,73.01,72.32,249010.0
2025-07-16,72.98,72.4,73.6,72.31,206888.0
2025-07-17,72.26,72.14,72.94,72.11,247300.0
2025-07-18,72.38,72.34,72.79,72.03,219512.0
2025-07-21,72.12,72.06,72.47,71.91,308971.0
2025-07-22,72.09,72.7,72.73,71.77,357204.0
2025-07-23,72.71,73.01,73.36,72.69,369872.0
2025-07-24,73.21,73.02,73.46,72.6,290699.0
2025-07-25,72.91,72.27,72.91,72.06,244562.0
2025-07-28,72.33,71.45,72.43,71.31,377736.0
2025-07-29,71.45,70.75,71.58,70.53,398369.0
2025-07-30,71.0,71.62,72.25,70.71,411325.0
2025-07-31,71.51,69.7,71.53,69.39,694777.0
2025-08-01,69.71,70.3,70.48,69.61,286447.0
2025-08-04,70.06,70.45,70.51,69.71,197766.0
2025-08-05,70.62,70.89,71.02,70.19,191748.0
2025-08-06,70.89,71.21,71.29,70.5,221358.0
2025-08-07,71.02,70.99,71.44,70.72,203616.0
2025-08-08,70.91,71.09,71.34,70.8,201184.0
2025-08-11,70.81,71.27,71.33,70.7,179124.0
2025-08-12,71.26,71.44,71.95,71.11,240476.0
2025-08-13,71.49,71.33,71.8,71.11,253847.0
2025-08-14,71.31,71.84,72.56,71.23,455149.0
2025-08-15,71.84,71.81,71.91,71.32,274700.0
2025-08-18,71.82,71.35,72.07,71.12,542998.0
2025-08-19,72.71,72.19,73.14,71.71,537603.0
2025-08-20,71.72,71.73,71.83,71.02,403770.0
2025-08-21,71.6,71.43,72.01,71.17,338014.0
2025-08-22,71.48,71.6,71.7,71.16,391389.0
2025-08-25,71.63,73.03,73.36,71.63,700234.0
2025-08-26,73.03,73.31,73.79,72.82,462938.0
2025-08-27,73.4,72.22,74.06,72.2,488419.0
2025-08-28,72.22,73.01,73.48,72.02,432987.0
2025-08-29,73.01,73.22,74.35,72.9,567669.0
2025-09-01,74.51,73.54,75.35,73.03,776259.0
2025-09-02,73.72,75.67,75.91,73.5,805909.0
2025-09-03,76.06,75.13,76.65,74.46,504881.0
2025-09-04,75.49,75.1,75.51,73.93,443539.0
2025-09-05,75.32,75.73,76.2,74.95,464252.0
2025-09-08,76.18,76.54,77.59,76.01,550294.0
2025-09-09,76.53,76.69,77.11,75.86,383150.0
2025-09-10,76.51,76.53,76.78,75.91,271542.0
2025-09-11,76.41,76.53,76.78,75.41,459605.0
2025-09-12,76.46,75.08,77.2,74.92,591171.0
2025-09-15,74.71,74.68,75.46,74.01,480680.0
2025-09-16,74.64,73.97,74.71,73.56,456028.0
2025-09-17,73.92,73.86,74.94,73.68,577227.0
2025-09-18,74.11,73.25,74.86,72.7,600840.0
2025-09-19,72.92,73.86,74.1,72.72,388478.0
2025-09-22,74.32,72.77,74.41,72.41,479740.0
2025-09-23,72.76,73.04,73.16,72.23,421477.0
2025-09-24,73.02,73.61,73.86,72.46,306285.0
2025-09-25,72.81,72.35,73.26,72.06,478607.0
2025-09-26,72.55,73.71,74.21,72.4,476983.0
2025-09-29,73.94,73.24,74.06,72.56,465939.0
2025-09-30,73.21,72.17,73.22,72.06,506108.0
2025-10-09,71.86,72.14,72.48,70.89,615939.0
2025-10-10,71.96,72.34,73.24,71.61,433305.0
2025-10-13,70.89,71.32,71.62,70.53,481605.0
2025-10-14,71.51,72.11,72.66,71.2,519095.0
2025-10-15,72.31,72.43,73.0,72.11,376333.0
2025-10-16,72.71,72.69,73.2,72.03,346780.0
2025-10-17,72.21,72.31,73.1,72.15,276491.0
2025-10-20,72.6,72.38,72.91,71.9,297557.0
2025-10-21,72.41,72.42,72.77,72.09,283947.0
2025-10-22,72.31,73.39,73.5,72.12,393298.0
2025-10-23,73.31,74.4,74.46,73.19,347633.0
2025-10-24,74.4,74.12,74.51,73.97,244838.0
2025-10-27,74.25,74.39,74.86,73.88,340553.0
2025-10-28,74.12,73.92,74.43,73.64,233658.0
2025-10-29,73.76,73.91,73.93,73.01,273587.0
2025-10-30,74.01,74.81,75.61,74.01,499653.0
2025-10-31,74.71,75.91,76.34,74.61,509742.0
2025-11-03,75.9,74.9,76.46,74.69,281970.0
2025-11-04,74.63,74.67,75.3,74.41,302606.0
2025-11-05,74.51,75.45,75.9,73.81,266151.0
2025-11-06,75.45,76.54,76.94,75.45,355111.0
2025-11-07,76.78,75.71,76.78,75.62,264420.0
2025-11-10,75.77,76.84,77.06,75.46,391008.0
2025-11-11,76.84,76.74,76.9,76.19,227708.0
2025-11-12,76.74,79.0,80.06,76.74,737847.0
2025-11-13,78.71,79.11,79.51,78.2,333370.0
2025-11-14,79.01,78.74,79.93,78.56,273127.0
2025-11-17,78.74,77.93,78.9,77.42,261095.0
2025-11-18,78.29,77.4,78.66,77.0,235904.0
2025-11-19,77.38,77.4,78.09,77.02,214415.0
2025-11-20,77.5,77.94,78.88,77.03,261929.0
2025-11-21,77.1,78.75,79.29,77.1,439495.0
2025-11-24,78.6,78.56,79.48,78.25,367739.0
2025-11-25,78.99,78.7,79.0,77.61,291012.0
2025-11-26,78.69,79.8,80.0,78.41,320728.0
2025-11-27,79.6,79.8,80.73,78.95,316461.0
2025-11-28,79.8,79.86,80.07,79.33,181267.0
2025-12-01,79.8,80.0,80.2,79.17,303520.0
2025-12-02,80.1,81.56,81.66,80.01,378049.0
2025-12-03,81.55,82.17,82.88,81.26,368660.0
2025-12-04,82.13,81.89,83.17,81.77,289180.0
2025-12-05,81.89,82.23,82.59,81.7,246165.0
2025-12-08,83.0,81.81,83.1,81.04,273365.0
2025-12-09,81.5,80.2,81.56,79.94,356479.0
2025-12-10,79.98,80.07,80.62,79.7,245720.0
2025-12-11,80.12,79.3,80.56,79.18,272945.0
2025-12-12,79.35,79.32,79.98,79.2,328959.0
2025-12-15,79.69,80.41,81.1,79.45,365547.0
2025-12-16,80.25,79.96,80.85,79.84,214231.0
2025-12-17,79.71,80.47,80.92,79.38,230282.0
2025-12-18,80.27,79.83,80.61,79.51,214098.0
2025-12-19,79.85,79.45,79.9,78.8,278018.0
2025-12-22,79.3,79.16,79.79,78.9,245037.0
2025-12-23,79.38,79.65,80.31,79.02,254680.0
2025-12-24,79.43,78.8,79.94,78.76,217047.0
2025-12-25,78.52,78.59,78.88,78.18,226758.0
2025-12-26,78.59,78.87,79.07,78.55,214107.0
2025-12-29,78.79,78.41,79.72,78.25,256974.0
2025-12-30,78.16,78.85,79.38,78.12,213622.0
2025-12-31,78.87,78.15,80.28,77.85,287758.0
2026-01-05,80.04,78.68,80.5,78.25,442947.0
2026-01-06,78.58,78.84,79.49,77.39,454525.0
2026-01-07,78.99,79.37,79.58,78.06,401968.0
2026-01-08,79.37,79.03,79.48,78.31,312537.0
2026-01-09,79.6,79.77,79.95,79.3,341081.0
2026-01-12,79.78,78.62,79.79,77.81,525014.0
2026-01-13,77.9,76.2,78.0,76.1,945712.0
2026-01-14,76.2,77.15,77.63,75.91,539684.0
2026-01-15,77.46,77.22,78.05,76.89,360314.0
2026-01-16,77.25,77.31,77.85,77.15,371869.0
2026-01-19,77.37,77.62,78.14,77.05,336374.0
2026-01-20,77.66,79.0,79.37,77.2,455358.0
2026-01-21,78.96,77.78,78.96,77.55,368086.0
2026-01-22,78.25,77.49,78.26,77.37,344041.0
2026-01-23,77.57,76.78,77.79,76.71,373707.0
2026-01-26,76.8,76.35,77.87,76.02,473132.0
2026-01-27,76.4,76.1,77.1,75.92,325807.0
2026-01-28,76.09,75.34,76.36,75.0,628937.0
2026-01-29,75.7,77.88,78.08,75.47,622441.0
2026-01-30,77.6,77.59,79.0,77.4,532508.0
2026-02-02,77.6,77.85,78.48,77.0,345916.0
2026-02-03,77.8,77.91,78.89,77.43,345037.0
2026-02-04,78.1,79.81,79.88,78.01,389103.0
2026-02-05,79.83,80.45,81.16,79.63,429198.0
2026-02-06,80.43,79.54,80.8,79.4,312566.0
2026-02-09,79.18,79.16,79.34,78.41,334670.0
2026-02-10,79.21,80.19,80.28,78.88,306184.0
2026-02-11,80.0,79.69,80.21,79.6,198066.0
2026-02-12,79.46,79.8,80.06,79.3,188784.0
2026-02-13,79.51,79.05,80.0,78.91,255102.0
2026-02-24,80.2,79.52,80.6,79.52,252514.0
2026-02-25,80.28,79.7,80.77,79.29,285524.0
2026-02-26,80.15,79.25,80.2,78.75,253271.0
2026-02-27,79.03,78.64,79.5,78.5,201604.0
2026-03-02,78.0,77.45,78.06,76.7,274786.0
2026-03-03,77.46,76.56,77.64,76.5,288000.0
2026-03-04,76.0,76.16,76.52,75.37,284934.0
2026-03-05,76.6,76.27,76.99,76.12,196872.0
2026-03-06,76.22,76.52,76.72,75.76,206629.0
2026-03-09,75.73,75.41,76.1,75.02,259478.0
2026-03-10,75.75,76.6,76.84,75.75,209086.0
2026-03-11,76.6,77.39,77.72,76.1,251358.0
2026-03-12,77.3,77.4,77.75,76.93,193305.0
2026-03-13,76.95,76.86,77.46,76.65,187293.0
2026-03-16,76.52,76.64,76.88,75.68,205600.0
2026-03-17,76.98,76.6,77.6,76.6,214075.0
2026-03-18,76.74,77.06,77.3,76.3,200716.0
2026-03-19,76.43,76.0,76.98,75.93,232729.0
2026-03-20,75.92,75.12,76.15,75.12,219126.0
2026-03-23,73.95,73.37,73.97,72.35,462008.0
2026-03-24,73.73,74.23,74.42,72.8,267147.0
2026-03-25,74.5,74.8,74.97,73.95,184964.0
2026-03-26,74.89,74.32,75.54,74.18,177085.0
2026-03-27,72.9,74.78,74.95,72.8,319125.0
2026-03-30,73.35,72.1,74.0,71.77,456227.0
2026-03-31,75.05,76.35,77.32,74.31,694915.0
